Address,Status,Property Type,Price,Price per sqft,HOA Fees,Bed,Bath,Size,Garage,Year Built,Street,City,State,Zip
"4343 S Budlong Ave, Los Angeles, CA 90037",For Sale,Single Family,"749,000",446,No Info,4,3,"1,680",No Info,1922,4343 S Budlong Ave, Los Angeles,CA,90037
"10908 Jamie Ave, Pacoima, CA 91331",For Sale,Single Family,"710,000",435,No Info,3,2,"1,632",No Info,1957,10908 Jamie Ave, Pacoima,CA,91331
"158 S Hoover St, Los Angeles, CA 90004",For Sale,Single Family,"968,000",389,No Info,4,2,"2,486",No Info,1913,158 S Hoover St, Los Angeles,CA,90004
"2133 W 111th St, Los Angeles, CA 90047",For Sale,Single Family,"570,000",484,No Info,3,1,"1,178",No Info,1947,2133 W 111th St, Los Angeles,CA,90047
"3824 S Harvard Blvd, Los Angeles, CA 90062",For Sale,Single Family,"689,000",879,No Info,2,2,784,No Info,1921,3824 S Harvard Blvd, Los Angeles,CA,90062
"1850 Industrial St Apt 110, Los Angeles, CA 90021",For Sale,Condo,"795,000",716,778,1,1,"1,110",No Info,1925,1850 Industrial St Apt 110, Los Angeles,CA,90021
"1232 Meadowbrook Ave, Los Angeles, CA 90019",For Sale,Multi-Family,"1,600,000",552,778,4,3,"2,901",No Info,1925,1232 Meadowbrook Ave, Los Angeles,CA,90019
"2081 W 29th St, Los Angeles, CA 90018",For Sale,Single Family,"949,900",497,778,4,2,"1,911",No Info,1907,2081 W 29th St, Los Angeles,CA,90018
"267 S San Pedro St Unit 607, Los Angeles, CA 90012",For Sale,Condo,"539,999",509,759,2,2,"1,060",No Info,2006,267 S San Pedro St Unit 607, Los Angeles,CA,90012
"8828 Pershing Dr Apt 118, Playa Del Rey, CA 90293",For Sale,Condo,"829,000",517,505,2,2,"1,603",2,1981,8828 Pershing Dr Apt 118, Playa Del Rey,CA,90293
"268 W Ofarrell St, San Pedro, CA 90731",For Sale,Single Family,"625,000",898,505,4,1,696,2,1952,268 W Ofarrell St, San Pedro,CA,90731
"1779 W 37th Pl, Los Angeles, CA 90018",For Sale,Single Family,"730,000",735,505,2,1,993,2,1940,1779 W 37th Pl, Los Angeles,CA,90018
"616 N Martel Ave, Los Angeles, CA 90036",For Sale,Single Family,"4,688,000",1003,505,5,7,"4,676",2,2018,616 N Martel Ave, Los Angeles,CA,90036
"4533 Vista Del Monte Ave Apt 304, Sherman Oaks, CA 91403",For Sale,Condo,"799,000",509,570,2,2,"1,570",2,2006,4533 Vista Del Monte Ave Apt 304, Sherman Oaks,CA,91403
"645 W 9th St Apt 534, Los Angeles, CA 90015",For Sale,Condo,"560,000",709,570,1,1,790,1,2006,645 W 9th St Apt 534, Los Angeles,CA,90015
"8675 Falmouth Ave Apt 203, Playa Del Rey, CA 90293",For Sale,Condo,"575,000",764,432,1,1,753,1,1983,8675 Falmouth Ave Apt 203, Playa Del Rey,CA,90293
"2120 Brawley St, Los Angeles, CA 90032",For Sale,Multi-Family,"899,000",307,432,8,4,"2,924",3,1964,2120 Brawley St, Los Angeles,CA,90032
"9936 Wealtha Ave, Sun Valley, CA 91352",For Sale,Single Family,"1,000,000",523,432,3,3,"1,911",2,1958,9936 Wealtha Ave, Sun Valley,CA,91352
"854 W Basin St, San Pedro, CA 90731",For Sale,Single Family,"975,000",488,432,4,2,"1,996",2,1963,854 W Basin St, San Pedro,CA,90731
"13044 Pacific Promenade Apt 212, Playa Vista, CA 90094",For Sale,Condo,"699,000",763,684,1,1,916,2,2004,13044 Pacific Promenade Apt 212, Playa Vista,CA,90094
"18117 Tarzana St, Tarzana, CA 91356",For Sale,Single Family,"799,000",831,684,2,1,961,1,1950,18117 Tarzana St, Tarzana,CA,91356
"706 W 90th St, Los Angeles, CA 90044",For Sale,Multi-Family,"874,900",434,684,4,No Info,"2,016",1,1948,706 W 90th St, Los Angeles,CA,90044
"1100 S Grand Ave Unit A008, Los Angeles, CA 90015",For Sale,Condo,"1,499,000",769,731,3,3,"1,950",2,1923,1100 S Grand Ave Unit A008, Los Angeles,CA,90015
"1731 S New England St, Los Angeles, CA 90006",For Sale,Multi-Family,"1,199,000",531,731,6,4,"2,260",2,1912,1731 S New England St, Los Angeles,CA,90006
"3017 LA Paz Dr, Silver Lakes, CA 90039",For Sale,Single Family,"1,149,000",893,731,2,1,"1,286",2,1931,3017 LA Paz Dr, Silver Lakes,CA,90039
"1520 W 216th St, Torrance, CA 90501",For Sale,Single Family,"849,500",512,731,4,2,"1,660",2,1948,1520 W 216th St, Torrance,CA,90501
"5132 Melrose Ave, Los Angeles, CA 90038",For Sale,Townhome,"1,199,000",654,155,3,3,"1,834",2,2014,5132 Melrose Ave, Los Angeles,CA,90038
"10982 Roebling Ave Apt 351, Los Angeles, CA 90024",For Sale,Condo,"835,000",930,440,2,2,898,2,1973,10982 Roebling Ave Apt 351, Los Angeles,CA,90024
"24400 Torch St, Woodland Hills, CA 91367",For Sale,Single Family,"1,375,000",682,440,4,2,"2,016",2,1964,24400 Torch St, Woodland Hills,CA,91367
"1816 Palisades Dr, Pacific Palisades, CA 90272",For Sale,Townhome,"1,695,000",867,790,2,3,"1,955",2,1978,1816 Palisades Dr, Pacific Palisades,CA,90272
"4080 Glencoe Ave Unit 312, Marina del Rey, CA 90292",For Sale,Condo,"1,175,000",703,555,2,2,"1,672",2,2011,4080 Glencoe Ave Unit 312, Marina del Rey,CA,90292
"15498 Hamner Dr, Los Angeles, CA 90077",For Sale,Single Family,"2,495,000",580,555,6,5,"4,303",3,1962,15498 Hamner Dr, Los Angeles,CA,90077
"221 Hamlet St, Highland Park, CA 90042",For Sale,Multi-Family,"1,075,000",507,555,6,4,"2,119",2,1905,221 Hamlet St, Highland Park,CA,90042
"15042 Dickens St, Sherman Oaks, CA 91403",For Sale,Multi-Family,"2,925,000",409,555,12,8,"7,146",2,1951,15042 Dickens St, Sherman Oaks,CA,91403
"15046 Dickens St, Sherman Oaks, CA 91403",For Sale,Multi-Family,"2,925,000",409,555,12,8,"7,146",2,1951,15046 Dickens St, Sherman Oaks,CA,91403
"5941 Willowcrest Ave, North Hollywood, CA 91601",For Sale,Multi-Family,"1,090,000",506,555,4,3,"2,155",3,1948,5941 Willowcrest Ave, North Hollywood,CA,91601
"22630 W Clarendon St, Woodland Hills, CA 91367",For Sale,Single Family,"1,285,000",561,555,4,4,"2,289",3,1956,22630 W Clarendon St, Woodland Hills,CA,91367
"13600 Marina Pointe Dr Unit 605, Marina del Rey, CA 90292",For Sale,Condo,"1,199,999",656,1739,2,3,"1,830",3,1999,13600 Marina Pointe Dr Unit 605, Marina del Rey,CA,90292
"12621 Seacoast Pl, Playa Vista, CA 90094",For Sale,Single Family,"2,595,000",965,361,4,3,"2,688",2,2018,12621 Seacoast Pl, Playa Vista,CA,90094
"13326 Beach Ave Unit 103, Marina del Rey, CA 90292",For Sale,Condo,"995,000",796,435,1,2,"1,250",2,2007,13326 Beach Ave Unit 103, Marina del Rey,CA,90292
"10580 Wilshire Blvd Apt 18NE, Los Angeles, CA 90024",For Sale,Condo,"2,695,000",974,4170,3,4,"2,767",2,1991,10580 Wilshire Blvd Apt 18NE, Los Angeles,CA,90024
"21133 Saticoy St, Canoga Park, CA 91304",For Sale,Multi-Family,"5,350,000",218,4170,43,4,"24,528",2,1965,21133 Saticoy St, Canoga Park,CA,91304
"1130 E 89th St, Los Angeles, CA 90002",For Sale,Multi-Family,"515,000",218,4170,5,No Info,No Info,5,1945,1130 E 89th St, Los Angeles,CA,90002
"3740 Santa Rosalia Dr Apt 108, Los Angeles, CA 90008",For Sale,Single Family,"569,900",570,365,2,2,"1,000",5,2007,3740 Santa Rosalia Dr Apt 108, Los Angeles,CA,90008
"3536 W Slauson Ave, Los Angeles, CA 90043",For Sale,Multi-Family,"825,000",359,365,No Info,5,"2,300",5,1930,3536 W Slauson Ave, Los Angeles,CA,90043
"636 Simmons Ave, Los Angeles, CA 90022",For Sale,Single Family,"495,000",543,365,3,1,912,2,1925,636 Simmons Ave, Los Angeles,CA,90022
"13721 Carol Way, Sylmar, CA 91342",For Sale,Single Family,"589,950",331,221,3,3,"1,782",2,2009,13721 Carol Way, Sylmar,CA,91342
"16473 W Nicklaus Dr Unit 128, Sylmar, CA 91342",For Sale,Condo,"570,200",354,351,2,2,"1,610",2,2010,16473 W Nicklaus Dr Unit 128, Sylmar,CA,91342
"3795 S LA Salle Ave, Los Angeles, CA 90018",For Sale,Single Family,"799,000",513,351,3,1,"1,556",1,1914,3795 S LA Salle Ave, Los Angeles,CA,90018
"5100 S Gramercy Pl, Los Angeles, CA 90062",For Sale,Multi-Family,"769,000",366,351,5,4,"2,100",1,1926,5100 S Gramercy Pl, Los Angeles,CA,90062
"2610 Granada St, Los Angeles, CA 90065",For Sale,Single Family,"869,900",1083,351,2,2,803,2,1909,2610 Granada St, Los Angeles,CA,90065
"416 S Spring St Apt 607, Los Angeles, CA 90013",For Sale,Condo,"568,000",768,713,No Info,1,740,2,1914,416 S Spring St Apt 607, Los Angeles,CA,90013
"1234 Wilshire Blvd Apt 435, Los Angeles, CA 90017",For Sale,Condo,"679,000",601,622,2,1,"1,130",2,2006,1234 Wilshire Blvd Apt 435, Los Angeles,CA,90017
"11732 Glenoaks Blvd, San Fernando, CA 91340",For Sale,Single Family,"729,777",629,622,3,2,"1,160",2,1963,11732 Glenoaks Blvd, San Fernando,CA,91340
"1554 N Hobart Blvd Apt 2, Los Angeles, CA 90027",For Sale,Condo,"649,999",532,305,2,2,"1,221",2,1991,1554 N Hobart Blvd Apt 2, Los Angeles,CA,90027
"2025 W 80th St, Los Angeles, CA 90047",For Sale,Single Family,"675,000",624,305,2,1,"1,082",2,1928,2025 W 80th St, Los Angeles,CA,90047
"1342 W 79th St, Los Angeles, CA 90044",For Sale,Multi-Family,"675,000",388,305,4,3,"1,740",3,1940,1342 W 79th St, Los Angeles,CA,90044
"3523 Division St, Los Angeles, CA 90065",For Sale,Single Family,"1,049,000",661,305,3,2,"1,588",3,1952,3523 Division St, Los Angeles,CA,90065
"2357 Fair Park Ave, Los Angeles, CA 90041",For Sale,Single Family,"1,149,000",774,305,3,2,"1,484",1,1923,2357 Fair Park Ave, Los Angeles,CA,90041
"374 S Miraleste Dr Unit 412, San Pedro, CA 90732",For Sale,Condo,"485,000",438,393,2,2,"1,107",1,1971,374 S Miraleste Dr Unit 412, San Pedro,CA,90732
"10259 Monte Mar Dr, Los Angeles, CA 90064",For Sale,Single Family,"7,395,000",1046,393,6,7,"7,070",4,2014,10259 Monte Mar Dr, Los Angeles,CA,90064
"9226 Petit Ave, Northridge, CA 91343",For Sale,Single Family,"899,000",384,393,4,3,"2,342",2,1955,9226 Petit Ave, Northridge,CA,91343
"22130 Mayall St, Chatsworth, CA 91311",For Sale,Single Family,"1,099,000",403,393,4,3,"2,725",2,1978,22130 Mayall St, Chatsworth,CA,91311
"13113 Mesa Verde Way, Sylmar, CA 91342",For Sale,Single Family,"990,000",275,181,4,3,"3,606",2,2001,13113 Mesa Verde Way, Sylmar,CA,91342
"1309 Harmony Way, Torrance, CA 90501",For Sale,Townhome,"749,990",372,110,4,3,"2,016",2,2008,1309 Harmony Way, Torrance,CA,90501
"3825 Winford Dr, Tarzana, CA 91356",For Sale,Single Family,"3,895,000",708,695,4,5,"5,501",3,1995,3825 Winford Dr, Tarzana,CA,91356
"1126 W 14th St, San Pedro, CA 90731",For Sale,Single Family,"875,000",527,695,3,1,"1,660",2,1925,1126 W 14th St, San Pedro,CA,90731
"8136 White Oak Ave, Northridge, CA 91325",For Sale,Single Family,"715,000",484,695,3,2,"1,478",2,1952,8136 White Oak Ave, Northridge,CA,91325
"6020 Seabluff Dr Unit 224, Playa Vista, CA 90094",For Sale,Condo,"949,000",753,775,2,2,"1,260",2,2006,6020 Seabluff Dr Unit 224, Playa Vista,CA,90094
"7930 Oakdale Ave, Winnetka, CA 91306",For Sale,Single Family,"834,900",556,775,3,2,"1,501",2,1963,7930 Oakdale Ave, Winnetka,CA,91306
"1307 W 42nd St, Los Angeles, CA 90037",For Sale,Multi-Family,"875,000",386,775,5,3,"2,266",1,1912,1307 W 42nd St, Los Angeles,CA,90037
"18815 Lemay St, Reseda, CA 91335",For Sale,Single Family,"599,950",442,775,3,2,"1,356",2,1956,18815 Lemay St, Reseda,CA,91335
"22911 Mariano St, Woodland Hills, CA 91367",For Sale,Single Family,"949,000",465,775,4,3,"2,040",2,1964,22911 Mariano St, Woodland Hills,CA,91367
"8810 Etiwanda Ave, Northridge, CA 91325",For Sale,Multi-Family,"2,475,000",307,775,No Info,No Info,"8,062",2,1988,8810 Etiwanda Ave, Northridge,CA,91325
"5364 Orrville Ave, Woodland Hills, CA 91367",For Sale,Single Family,"1,725,000",600,775,4,3,"2,876",3,1969,5364 Orrville Ave, Woodland Hills,CA,91367
"4141 Glencoe Ave Unit 214, Marina del Rey, CA 90292",For Sale,Condo,"949,000",693,523,No Info,2,"1,370",3,2008,4141 Glencoe Ave Unit 214, Marina del Rey,CA,90292
"13802 Dronfield Ave, Sylmar, CA 91342",For Sale,Single Family,"559,950",653,523,2,1,858,2,1989,13802 Dronfield Ave, Sylmar,CA,91342
"10819 Woodward Ave, Sunland, CA 91040",For Sale,Single Family,"869,000",577,523,3,2,"1,505",2,1939,10819 Woodward Ave, Sunland,CA,91040
"16816 Halper St, Encino, CA 91436",For Sale,Single Family,"1,185,000",720,523,3,2,"1,645",1,1952,16816 Halper St, Encino,CA,91436
"11700 Iowa Ave Apt 302, West Los Angeles, CA 90025",For Sale,Condo,"1,150,000",583,720,2,3,"1,971",2,1981,11700 Iowa Ave Apt 302, West Los Angeles,CA,90025
"7508 Lindley Ave, Reseda, CA 91335",For Sale,Multi-Family,"1,099,999",583,720,4,No Info,No Info,2,1946,7508 Lindley Ave, Reseda,CA,91335
"10960 Ashton Ave Apt 411, Los Angeles, CA 90024",For Sale,Condo,"669,000",996,346,1,2,672,2,1986,10960 Ashton Ave Apt 411, Los Angeles,CA,90024
"1641 Woods Dr, Los Angeles, CA 90069",For Sale,Single Family,"4,980,000",1276,346,3,3,"3,903",3,1991,1641 Woods Dr, Los Angeles,CA,90069
"2027 S Ridgeley Dr, Los Angeles, CA 90016",For Sale,Multi-Family,"2,500,000",428,346,12,No Info,"5,838",3,1957,2027 S Ridgeley Dr, Los Angeles,CA,90016
"12105 Via Santa Marta, Sylmar, CA 91342",For Sale,Single Family,"767,900",374,147,3,2,"2,053",2,1999,12105 Via Santa Marta, Sylmar,CA,91342
"13970 Olive Grove Ln, Sylmar, CA 91342",For Sale,No Info,"590,000",No Info,No Info,3,2,"1,501",No Info,No Info,13970 Olive Grove Ln, Sylmar,CA,91342
"21500 Lassen St Spc 98, Chatsworth, CA 91311",For Sale,Mfd/Mobile,"395,000",263,147,3,2,"1,500",2,1999,21500 Lassen St Spc 98, Chatsworth,CA,91311
"17323 San Jose St, Granada Hills, CA 91344",For Sale,Single Family,"1,060,000",360,100,4,4,"2,946",3,1990,17323 San Jose St, Granada Hills,CA,91344
"3417 Arlington Ave, Los Angeles, CA 90018",For Sale,Single Family,"849,000",648,100,3,2,"1,311",2,1913,3417 Arlington Ave, Los Angeles,CA,90018
"4013 Guardia Ave, Los Angeles, CA 90032",For Sale,Single Family,"475,000",637,100,2,1,746,1,1924,4013 Guardia Ave, Los Angeles,CA,90032
"13216 S Main St, Los Angeles, CA 90061",For Sale,Single Family,"599,950",398,100,3,2,"1,507",1,1994,13216 S Main St, Los Angeles,CA,90061
"18620 Hatteras St Unit 142, Tarzana, CA 91356",For Sale,Condo,"340,000",374,400,2,2,910,2,1970,18620 Hatteras St Unit 142, Tarzana,CA,91356
"9315 Burnet Ave Unit 112, North Hills, CA 91343",For Sale,Townhome,"625,000",372,210,3,3,"1,682",2,2003,9315 Burnet Ave Unit 112, North Hills,CA,91343
"633 W 98th St, Los Angeles, CA 90044",For Sale,Single Family,"495,000",607,210,2,1,816,1,1925,633 W 98th St, Los Angeles,CA,90044
"4637 Willis Ave Unit 111, Sherman Oaks, CA 91403",For Sale,Condo,"599,900",497,394,2,2,"1,208",2,1964,4637 Willis Ave Unit 111, Sherman Oaks,CA,91403
"6301 S Harcourt Ave, Los Angeles, CA 90043",For Sale,Single Family,"920,000",597,394,3,3,"1,541",2,1925,6301 S Harcourt Ave, Los Angeles,CA,90043
"721 E 42nd St, Los Angeles, CA 90011",For Sale,Multi-Family,"550,000",430,394,2,2,"1,278",1,1925,721 E 42nd St, Los Angeles,CA,90011
"21931 Burbank Blvd Apt 38, Woodland Hills, CA 91367",For Sale,Townhome,"689,000",403,595,3,2,"1,711",2,1980,21931 Burbank Blvd Apt 38, Woodland Hills,CA,91367
"343 E 35th St, Los Angeles, CA 90011",For Sale,Multi-Family,"599,990",405,595,4,2,"1,480",2,1903,343 E 35th St, Los Angeles,CA,90011
"8916 Lev Ave, Arleta, CA 91331",For Sale,Single Family,"749,000",406,595,5,2,"1,845",2,1954,8916 Lev Ave, Arleta,CA,91331
"1100 Wilshire Blvd Apt 2609, Los Angeles, CA 90017",For Sale,Condo,"540,000",720,1012,1,1,750,2,1986,1100 Wilshire Blvd Apt 2609, Los Angeles,CA,90017
"1745 W 64th St, Los Angeles, CA 90047",For Sale,Multi-Family,"899,900",364,1012,No Info,No Info,"2,472",2,1927,1745 W 64th St, Los Angeles,CA,90047
"13161 Psomas Way, Los Angeles, CA 90066",For Sale,Single Family,"6,495,000",364,1012,7,7,No Info,3,2022,13161 Psomas Way, Los Angeles,CA,90066
"7452 Whitaker Ave, Van Nuys, CA 91406",For Sale,Single Family,"760,000",422,1012,4,2,"1,803",2,1957,7452 Whitaker Ave, Van Nuys,CA,91406
"6639 Peach Ave, Van Nuys, CA 91406",For Sale,Single Family,"1,367,000",585,1012,3,3,"2,338",4,1947,6639 Peach Ave, Van Nuys,CA,91406
"1855 Industrial St Apt 701, Los Angeles, CA 90021",For Sale,Condo,"2,999,000",1101,1198,2,3,"2,723",4,1923,1855 Industrial St Apt 701, Los Angeles,CA,90021
"3518 W 3rd St, Los Angeles, CA 90020",For Sale,Multi-Family,"5,600,000",172,1198,No Info,No Info,"32,548",3,1923,3518 W 3rd St, Los Angeles,CA,90020
"8837 Sophia Ave, North Hills, CA 91343",For Sale,Single Family,"859,900",529,1198,3,2,"1,627",2,1960,8837 Sophia Ave, North Hills,CA,91343
"20058 Tipico St, Chatsworth, CA 91311",For Sale,Single Family,"949,000",457,1198,4,2,"2,078",3,1975,20058 Tipico St, Chatsworth,CA,91311
"11939 Gorham Ave Apt 105, Los Angeles, CA 90049",For Sale,Condo,"999,000",579,650,2,2,"1,725",3,1981,11939 Gorham Ave Apt 105, Los Angeles,CA,90049
"519 Beirut Ave, Pacific Palisades, CA 90272",For Sale,Single Family,"2,099,999",1574,650,3,1,"1,334",2,1947,519 Beirut Ave, Pacific Palisades,CA,90272
"5832 David Ave, Los Angeles, CA 90034",For Sale,Single Family,"1,349,000",869,650,3,2,"1,552",2,1930,5832 David Ave, Los Angeles,CA,90034
"11038 Blix St, North Hollywood, CA 91602",For Sale,Single Family,"1,199,900",853,650,3,2,"1,406",1,1923,11038 Blix St, North Hollywood,CA,91602
"11616 Killion St, North Hollywood, CA 91601",For Sale,Single Family,"929,000",619,650,3,2,"1,500",2,1944,11616 Killion St, North Hollywood,CA,91601
"4624 Ellenwood Dr, Los Angeles, CA 90041",For Sale,Multi-Family,"1,475,000",639,650,4,3,"2,310",2,1926,4624 Ellenwood Dr, Los Angeles,CA,90041
"6934 Kittyhawk Ave, Los Angeles, CA 90045",For Sale,Multi-Family,"1,799,000",400,650,7,5,"4,503",5,1954,6934 Kittyhawk Ave, Los Angeles,CA,90045
"1383 Miller Pl, Los Angeles, CA 90069",For Sale,Single Family,"5,975,000",1928,650,4,5,"3,099",5,1938,1383 Miller Pl, Los Angeles,CA,90069
"7923 Ducor Ave, West Hills, CA 91304",For Sale,Single Family,"949,000",507,650,4,3,"1,873",5,1958,7923 Ducor Ave, West Hills,CA,91304
"16910 Mayall St, North Hills, CA 91343",For Sale,Single Family,"855,000",608,650,3,2,"1,406",2,1956,16910 Mayall St, North Hills,CA,91343
"8601 Comanche Ave, Winnetka, CA 91306",For Sale,Single Family,"800,000",766,650,3,1,"1,044",2,1951,8601 Comanche Ave, Winnetka,CA,91306
"800 W 1st St Apt 2405, Los Angeles, CA 90012",For Sale,Condo,"940,000",554,1871,2,2,"1,697",2,1968,800 W 1st St Apt 2405, Los Angeles,CA,90012
"958 S Lake St, Los Angeles, CA 90006",For Sale,Multi-Family,"3,098,000",244,1871,12,1,"12,696",2,1922,958 S Lake St, Los Angeles,CA,90006
"3032 Future St, Los Angeles, CA 90065",For Sale,Single Family,"998,000",899,1871,2,1,"1,110",2,1966,3032 Future St, Los Angeles,CA,90065
"3195 Deep Canyon Dr, Beverly Hills, CA 90210",For Sale,Single Family,"3,999,995",756,1871,5,6,"5,289",2,2002,3195 Deep Canyon Dr, Beverly Hills,CA,90210
"1495 Roxbury Dr, Los Angeles, CA 90035",For Sale,Single Family,"2,850,000",1000,1871,5,4,"2,849",2,1950,1495 Roxbury Dr, Los Angeles,CA,90035
"41 Sunset Ave Unit 103, Venice, CA 90291",For Sale,Condo,"1,175,000",1043,574,2,2,"1,127",2,1980,41 Sunset Ave Unit 103, Venice,CA,90291
"1616 W 24th St, Los Angeles, CA 90007",For Sale,Single Family,"626,000",584,574,2,1,"1,072",2,1906,1616 W 24th St, Los Angeles,CA,90007
"1333 E 41st Pl, Los Angeles, CA 90011",For Sale,Single Family,"529,900",582,574,2,2,910,2,1912,1333 E 41st Pl, Los Angeles,CA,90011
"1856 W 43rd St, Los Angeles, CA 90062",For Sale,Single Family,"675,000",468,574,3,1,"1,442",1,1916,1856 W 43rd St, Los Angeles,CA,90062
"3514 W 27th St, Los Angeles, CA 90018",For Sale,Single Family,"1,129,000",749,574,3,3,"1,508",1,1920,3514 W 27th St, Los Angeles,CA,90018
"5709 Ensign Ave, North Hollywood, CA 91601",For Sale,Single Family,"750,000",497,574,3,1,"1,509",2,1929,5709 Ensign Ave, North Hollywood,CA,91601
"20504 Acre St, Canoga Park, CA 91306",For Sale,Single Family,"796,312",538,574,4,2,"1,479",2,1956,20504 Acre St, Canoga Park,CA,91306
"500 Perugia Way, Los Angeles, CA 90077",For Sale,Single Family,"45,000,000",4242,574,6,7,"10,607",4,1928,500 Perugia Way, Los Angeles,CA,90077
"3327 Winchester Ave, Los Angeles, CA 90032",For Sale,Single Family,"699,000",561,574,2,1,"1,246",2,1929,3327 Winchester Ave, Los Angeles,CA,90032
"7312 Corbin Ave Unit J, Reseda, CA 91335",For Sale,Condo,"329,900",576,355,1,1,573,2,1979,7312 Corbin Ave Unit J, Reseda,CA,91335
"19757 Saticoy St, Winnetka, CA 91306",For Sale,Single Family,"799,000",403,355,3,3,"1,984",2,1979,19757 Saticoy St, Winnetka,CA,91306
"12830 Burbank Blvd Unit 302, Valley Village, CA 91607",For Sale,Condo,"525,000",455,373,2,2,"1,154",2,1970,12830 Burbank Blvd Unit 302, Valley Village,CA,91607
"3321-1/2 W 78th St W, Los Angeles, CA 90043",For Sale,Condo,"339,000",504,216,1,1,672,1,1949,3321-1/2 W 78th St W, Los Angeles,CA,90043
"9516 S Central Ave, Los Angeles, CA 90002",For Sale,Multi-Family,"1,100,000",219,216,11,6,"5,032",1,1940,9516 S Central Ave, Los Angeles,CA,90002
"7101 Whitaker Ave, Lake Balboa, CA 91406",For Sale,Single Family,"699,000",499,216,3,2,"1,400",2,1955,7101 Whitaker Ave, Lake Balboa,CA,91406
"4524 Tujunga Ave Apt 9, Studio City, CA 91602",For Sale,Condo,"449,000",552,315,1,1,813,26,1978,4524 Tujunga Ave Apt 9, Studio City,CA,91602
"1329 Club View Dr, Los Angeles, CA 90024",For Sale,Single Family,"2,695,000",842,315,5,4,"3,200",3,1933,1329 Club View Dr, Los Angeles,CA,90024
"9335 Farralone Ave, Chatsworth, CA 91311",For Sale,Single Family,"1,250,000",406,315,4,4,"3,077",2,2001,9335 Farralone Ave, Chatsworth,CA,91311
"425 S Arizona Ave, Los Angeles, CA 90022",For Sale,Multi-Family,"849,000",379,315,6,3,"2,243",2,1923,425 S Arizona Ave, Los Angeles,CA,90022
"1615 Champlain Ter, Los Angeles, CA 90026",For Sale,Condo,"975,000",718,315,2,2,"1,357",2,1913,1615 Champlain Ter, Los Angeles,CA,90026
"18230 Ingomar St, Reseda, CA 91335",For Sale,Single Family,"695,000",814,315,2,2,854,2,1950,18230 Ingomar St, Reseda,CA,91335
"3733 Rosemead Ave, Los Angeles, CA 90032",For Sale,Single Family,"909,900",1136,315,3,2,801,1,2010,3733 Rosemead Ave, Los Angeles,CA,90032
"10414 Myrna St, North Hollywood, CA 91601",For Sale,Single Family,"925,000",694,315,3,2,"1,332",2,1941,10414 Myrna St, North Hollywood,CA,91601
"10535 Wilshire Blvd Apt D01, Los Angeles, CA 90024",For Sale,Condo,"675,000",620,764,2,2,"1,088",2,1978,10535 Wilshire Blvd Apt D01, Los Angeles,CA,90024
"2952 S Palm Grove Ave, Los Angeles, CA 90016",For Sale,Multi-Family,"1,100,000",508,764,4,2,"2,166",2,1931,2952 S Palm Grove Ave, Los Angeles,CA,90016
"301 S Vermont Ave, Los Angeles, CA 90020",For Sale,Multi-Family,"5,600,000",172,764,No Info,No Info,"32,548",3,1923,301 S Vermont Ave, Los Angeles,CA,90020
"525 S Ardmore Ave Apt 216, Los Angeles, CA 90020",For Sale,Condo,"389,000",687,291,1,1,566,3,1973,525 S Ardmore Ave Apt 216, Los Angeles,CA,90020
"10327 Keokuk Ave, Chatsworth, CA 91311",For Sale,Single Family,"1,250,000",457,291,5,3,"2,733",2,1963,10327 Keokuk Ave, Chatsworth,CA,91311
"10827 Hillhaven Ave, Tujunga, CA 91042",For Sale,Single Family,"999,000",537,291,3,2,"1,860",2,1960,10827 Hillhaven Ave, Tujunga,CA,91042
"2833 S Kerckhoff Ave, San Pedro, CA 90731",For Sale,Single Family,"825,000",655,291,3,2,"1,260",2,1964,2833 S Kerckhoff Ave, San Pedro,CA,90731
"6200 Capistrano Ave, Woodland Hills, CA 91367",For Sale,Single Family,"1,399,000",560,291,4,3,"2,497",2,1964,6200 Capistrano Ave, Woodland Hills,CA,91367
"6129 Rod Ave, Woodland Hills, CA 91367",For Sale,Single Family,"1,499,000",654,291,4,3,"2,293",2,1966,6129 Rod Ave, Woodland Hills,CA,91367
"5643 Como Cir, Woodland Hills, CA 91367",For Sale,Single Family,"1,249,000",443,245,3,3,"2,820",2,2004,5643 Como Cir, Woodland Hills,CA,91367
"18931 Kinbrace St, Porter Ranch, CA 91326",For Sale,Single Family,"1,199,000",489,245,4,3,"2,450",2,1966,18931 Kinbrace St, Porter Ranch,CA,91326
"4758 La Villa Marina Unit J, Marina del Rey, CA 90292",For Sale,Townhome,"1,099,000",695,350,2,3,"1,582",2,1967,4758 La Villa Marina Unit J, Marina del Rey,CA,90292
"12334 Viewcrest Rd, Studio City, CA 91604",For Sale,Single Family,"4,595,000",1245,350,4,3,"3,690",3,1937,12334 Viewcrest Rd, Studio City,CA,91604
"5401 W Wilshire Vista Ln, Los Angeles, CA 90019",For Sale,Single Family,"1,249,000",740,200,2,3,"1,687",2,2016,5401 W Wilshire Vista Ln, Los Angeles,CA,90019
"3634 Royal Woods Dr, Sherman Oaks, CA 91403",For Sale,Single Family,"2,199,999",806,200,4,5,"2,728",2,1957,3634 Royal Woods Dr, Sherman Oaks,CA,91403
"221 Lake Shore Ter, Los Angeles, CA 90026",For Sale,Multi-Family,"1,249,000",1174,200,4,3,"1,064",2,1924,221 Lake Shore Ter, Los Angeles,CA,90026
